contract_risk_score,tenure_group_encoded,price_segment_encoded,TotalCharges_log,gender,SeniorCitizen,Partner,Dependents,PaperlessBilling,is_dsl,is_auto_payment,is_electronic_check,OnlineSecurity_binary,OnlineBackup_binary,DeviceProtection_binary,StreamingMovies_binary,MultipleLines_binary,has_security_bundle,has_premium_protection,has_security_gap,has_partial_security,is_heavy_streaming,long_contract_loyal,fiber_mtm_risk,fiber_long_contract,high_price_no_services,high_price_full_services,new_customer_high_price,paperless_no_autopay,senior_no_support,single_minimal_services,is_flight_risk,is_value_at_risk,needs_retention,upsell_opportunity,premium_retention_target,cluster_label
0.8277744484887779,0.2566080163784842,0.7097708949453994,0.7726143438007876,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
-1.5693888734262953,1.024795882625232,-0.3657668194500768,0.8369693293044066,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
0.8277744484887779,0.2566080163784842,0.7097708949453994,0.5908257136656723,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
0.8277744484887779,0.2566080163784842,-0.3657668194500768,-0.0393990138771858,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
-1.5693888734262953,-0.5115798498682637,-1.441304533845553,-0.7353876606059301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-1.3187854164206785,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3708072124687587,0.2566080163784842,0.7097708949453994,0.4866951379266667,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
-1.5693888734262953,1.024795882625232,-1.441304533845553,0.2253932723137174,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.2835387538028478,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.8277744484887779,0.2566080163784842,-0.3657668194500768,-0.0474776175839643,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,0.7504455487218552,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-2.475463909017759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.5870442772998523,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,-0.3657668194500768,-1.7196786296506537,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,1.7853086093408754,0.1329998437475299,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.5268007102656536,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.1263930561390054,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.963367359379645,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
0.8277744484887779,0.2566080163784842,-1.441304533845553,-0.291449407749523,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.3708072124687587,0.2566080163784842,-1.441304533845553,-0.4544514294449319,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.5693888734262953,1.024795882625232,-1.441304533845553,0.1601321171422434,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3708072124687587,1.024795882625232,1.7853086093408754,0.9889028619079407,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.3504415392493867,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
0.8277744484887779,-0.5115798498682637,0.7097708949453994,0.2632345043491094,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0.8277744484887779,-1.2797677161150114,-0.3657668194500768,-0.3359433000611218,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,0.9414664004882016,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,0.2566080163784842,0.7097708949453994,0.8102193355759498,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.8277744484887779,1.024795882625232,0.7097708949453994,0.8113014368241297,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-2.51530060473419,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,0.0012837094185192,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0.8277744484887779,-0.5115798498682637,-0.3657668194500768,-0.3931080150214699,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3708072124687587,-0.5115798498682637,0.7097708949453994,0.20386457485259,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5693888734262953,1.024795882625232,-0.3657668194500768,0.2748385850285744,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-1.3614657648962276,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.1524839925444656,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.8277744484887779,1.024795882625232,0.7097708949453994,1.139492785770832,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,-0.3657668194500768,-1.8577829827723835,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.8277744484887779,1.024795882625232,0.7097708949453994,0.7724672936624226,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
0.8277744484887779,1.024795882625232,1.7853086093408754,1.0047772084448818,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-0.5115798498682637,0.7097708949453994,0.3871795274442436,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
0.8277744484887779,0.2566080163784842,-0.3657668194500768,0.3528001337120641,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-1.5693888734262953,0.2566080163784842,-1.441304533845553,-0.3714736806767448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.5693888734262953,1.024795882625232,-0.3657668194500768,0.9487755085361498,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.077199279239378,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-1.3407738157390896,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5693888734262953,1.024795882625232,-1.441304533845553,-0.1727496589024786,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.6657684045063524,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.1286599960065529,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.8277744484887779,-0.5115798498682637,0.7097708949453994,0.4240829768027243,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
0.8277744484887779,-1.2797677161150114,0.7097708949453994,0.0642383300764994,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
0.8277744484887779,0.2566080163784842,0.7097708949453994,0.7174500018786228,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
0.8277744484887779,0.2566080163784842,0.7097708949453994,0.546626483134757,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
-1.5693888734262953,1.024795882625232,-1.441304533845553,0.1346736648334481,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.5152393612019299,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,0.8585523149230242,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.1616076587878392,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
-1.5693888734262953,1.024795882625232,-1.441304533845553,0.2356998088894949,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.3412825093084999,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,-0.3657668194500768,-0.3821992529969605,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,-0.3657668194500768,-0.3302349138317968,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8277744484887779,1.024795882625232,-0.3657668194500768,0.9035061734835216,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.8277744484887779,-0.5115798498682637,-0.3657668194500768,0.2106788768346184,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8277744484887779,-1.2797677161150114,-0.3657668194500768,-0.944979957554444,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.682317885251017,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
-0.3708072124687587,0.2566080163784842,-0.3657668194500768,0.4252713085270609,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8277744484887779,1.024795882625232,0.7097708949453994,0.8261600557216406,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3708072124687587,1.024795882625232,1.7853086093408754,1.2324946688867648,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-0.5115798498682637,0.7097708949453994,0.0683758194356307,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
-0.3708072124687587,1.024795882625232,-0.3657668194500768,0.6975261474584117,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.0512975851311663,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
-0.3708072124687587,-0.5115798498682637,-0.3657668194500768,0.13659190817844,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8277744484887779,1.024795882625232,0.7097708949453994,0.939162389037438,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1
-1.5693888734262953,1.024795882625232,-1.441304533845553,0.3230931393055271,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.3697126255596055,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.0922005059191726,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
-0.3708072124687587,1.024795882625232,-0.3657668194500768,0.6706424726786014,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,1.0073531788570154,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0.8277744484887779,0.2566080163784842,0.7097708949453994,0.6640541769184405,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-1.6318366593643503,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-1.0035873522370722,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-1.9162912816963988,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.1317102763897706,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.8277744484887779,0.2566080163784842,-1.441304533845553,-0.1755820904762721,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
-1.5693888734262953,1.024795882625232,0.7097708949453994,0.8301363300443044,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-2.50432859035665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-2.5058845284541627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,1.0009965077529837,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.3708072124687587,1.024795882625232,1.7853086093408754,0.9426082548401564,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-2.3443292055863734,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3708072124687587,0.2566080163784842,0.7097708949453994,0.4086412876984243,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-1.0985214466059292,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,1.061469015771396,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.8277744484887779,1.024795882625232,0.7097708949453994,1.1600513793618787,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
-1.5693888734262953,-0.5115798498682637,-1.441304533845553,-0.5070101865160129,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.5693888734262953,1.024795882625232,-0.3657668194500768,0.8142699492737615,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-1.323171859039407,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-1.5693888734262953,-1.2797677161150114,-1.441304533845553,-1.0148049267145554,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.8277744484887779,1.024795882625232,0.7097708949453994,1.0642749569574812,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1
0.8277744484887779,-0.5115798498682637,-1.441304533845553,-0.5036124113301664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.3708072124687587,1.024795882625232,1.7853086093408754,1.07868633342233,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-1.2231090347052456,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.3708072124687587,1.024795882625232,-1.441304533845553,0.1286574921917076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.5693888734262953,1.024795882625232,0.7097708949453994,1.0583687633879282,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.8277744484887779,0.2566080163784842,0.7097708949453994,0.3660144340572135,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0.8277744484887779,-0.5115798498682637,0.7097708949453994,0.022003788784567,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
-0.3708072124687587,1.024795882625232,-0.3657668194500768,0.910201574002825,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5693888734262953,1.024795882625232,-0.3657668194500768,0.85500003335497,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.8277744484887779,-0.5115798498682637,0.7097708949453994,0.2637647083673698,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,0.8648032001519272,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3708072124687587,1.024795882625232,0.7097708949453994,1.1809587610193724,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.8277744484887779,-0.5115798498682637,-1.441304533845553,-0.3852890321016271,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.5693888734262953,1.024795882625232,-1.441304533845553,-0.1410486926749477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8277744484887779,-1.2797677161150114,0.7097708949453994,-0.1620995366000786,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
-0.3708072124687587,1.024795882625232,0.7097708949453994,1.1234021183551424,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8277744484887779,-1.2797677161150114,-1.441304533845553,-2.493541878229925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.3708072124687587,1.024795882625232,1.7853086093408754,1.0444475297370124,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
